Name,Ratings(Reliability),Durability,Power,Control,Feel,Comfort,Spin,Tension Stability,Overall,Performance-Price Ratio
Babolat Conquest Ti 16,2,7,42,7,14,14,14,7,5,1.00
Pacific Dura Tech 16L,2,14,14,14,7,14,14,7,42,
RAJ Poly-Topspin 1.25,2,14,28,28,42,42,14,42,12,
Pro's Pro Sonic 1.30,2,14,14,42,14,28,42,7,11,
Pacific Tour Gut 17,2,14,21,35,35,42,42,21,20,1.12
Gosen Biogut Power 16,2,42,35,28,21,28,28,14,22,6.20
Atlanta Poly Feel 16L,2,42,35,14,14,21,21,28,19,
Yonex Tough Brid 125 Plus 1.25/1.33,2,21,14,14,21,21,14,14,17,
Bow Brand T2000 15L,2,42,7,7,7,7,7,14,5,
Forten Poly Blast 16,2,21,21,14,14,7,7,7,1,
RAB Monoflex 16,2,21,21,21,21,14,42,14,16,3.83
Laserfibre Synthetic Gut 16,2,21,7,7,7,28,42,42,10,
Gosen Arammix Pro 18,2,14,7,7,42,42,14,1,2,0.32
Polystar Titan 16,2,14,21,7,7,14,14,42,1,
Isospeed Iso-Tour 3000 1.25,2,28,42,42,7,7,14,14,4,
Bow Brand Synthetic Gut XT 16,2,42,21,21,14,21,42,28,15,
Toalson Laser 16L,2,42,7,21,14,21,7,42,4,
Tyger Natural 1.40,2,21,42,42,7,42,7,14,5,
Silent Partner Roly Poly 17,2,14,14,21,7,42,28,42,12,4.26
Tecnifibre Spinfire 1.20,2,28,21,21,28,14,21,14,21,
WaveTennis Silver Power 1.30/1.20,2,28,28,28,21,14,28,14,23,
Tecnifibre Spin Force 1.35,2,14,42,21,14,7,21,21,2,
WaveTennis Wave Power + 1.32/1.25,2,35,7,21,14,21,42,35,25,
Tecnifibre Duramix 1.35,2,35,7,21,28,28,14,28,23,3.67
Signum Pro Poly Speed Spin 1.33,2,21,14,21,14,7,42,14,19,
Alpha Gut 2000 16,2,28,21,42,42,35,14,14,4,1.00
Gosen OG-Sheep Aermet 1.29,2,28,21,21,14,14,14,35,21,4.80
Tyger Bullit HiD 1.30,2,28,7,14,7,7,7,28,14,
Target Poly Tech 1.33,2,21,14,21,7,42,42,42,15,
Kneissl Gutech Plus 16,2,42,7,7,21,35,14,42,10,
Alpha All Player 15L,2,21,7,14,7,7,14,35,7,-6.45
Pacific Power Spin 16,2,42,7,14,42,7,21,21,10,
Target Evolution TF Titan 1.30,2,42,21,21,21,21,21,14,17,
Pacific Poly Power 18,2,7,28,7,28,14,21,7,14,3.33
Tecnifibre TRC 17,2,7,14,28,28,21,28,42,18,2.60
Wilson Championship Nylon 1.30,2,7,7,7,7,14,14,14,6,4.50
WaveTennis Shark 1.25,2,28,14,42,35,14,21,28,26,
Toalson Synthetic 63 16,2,14,42,21,14,14,42,7,4,
Dunlop Master PU Advantage 1.32,2,7,21,35,35,42,42,7,21,
Target Poly Tech 1.28,2,42,21,28,21,42,28,21,11,
Babolat Syntronic 700 PA 15L,2,35,21,21,21,21,28,21,24,
Pro's Pro Poly Nova Titanium 1.20,2,7,28,14,14,7,21,7,2,
RAJ Poly Top Mega Force 1.24,2,21,28,28,14,21,28,21,23,
Comido Poly Soft 1.25,2,7,21,14,28,14,21,14,17,
Tennis Tech Match Pro 1.30,2,21,42,42,42,42,42,42,21,
Klip Synthetic Gut 15,2,21,7,28,21,28,14,7,18,7.43
Babolat Tour Duralast 1.20,2,21,42,14,7,42,28,35,15,
Pro's Pro Poly Gut 1.30,2,28,7,42,7,42,42,7,7,
Target Poly Tech 1.18,2,14,14,14,42,1,1,1,6,
Babolat Ballistic Polymono 15L,2,14,42,14,14,42,42,21,5,1.40
Toalson Bio Logic Soft 16,2,42,35,28,21,42,42,42,30,
racketservice.de Fibre Pro 1.30,2,42,7,14,21,14,14,42,16,
Gamma TNT2 Ruff 16,2,7,7,21,21,28,35,7,16,2.09
Premium Natural Gut Natural Tennis Gut 16,2,14,28,28,35,28,14,21,24,
Luxilon Big Banger World Class 1.40,2,42,21,14,42,28,14,42,15,
Pacific Power Star 2 17,2,28,14,7,21,14,14,14,16,
Babolat DF Rough 15,2,14,7,14,14,42,28,14,7,
Wilson HammerLast 19/16,2,21,7,42,42,14,14,28,6,1.29
Comido Poly Spin 1.30,2,7,7,7,42,14,21,14,42,
Pro's Pro Gut 2000 1.35,2,7,14,28,35,35,14,14,19,
Kirschbaum Basic Nylon 1.25,2,7,42,28,21,35,35,35,27,
Ashaway MonoFire 16,2,14,7,21,7,42,42,14,3,
Fuchs Poly Control 1.25,2,14,42,7,14,42,14,42,9,
Tenserv Poly Rough 16L,2,42,21,14,7,42,28,28,14,
Klipper Pearl Zone 16,2,28,14,28,35,14,14,14,13,2.71
Prince Control Freak 16,2,42,7,28,28,28,42,14,21,3.33
Pacific Futura TX 16,2,14,14,28,21,14,28,28,21,
Ashaway Dynamite WB 16,2,14,7,14,7,7,14,42,1,0.12
Dunlop Plus Control 1.30,2,21,42,28,28,14,28,42,17,
Dunlop Flex Tech 1.40,2,21,42,7,14,14,28,14,2,
Prince Synthetic Gut Soft 17,2,7,7,14,28,14,7,28,13,4.75
Target Topspin VST 1.35,2,7,7,14,14,1,28,14,2,
Prince Wrapsure 16,2,14,7,14,21,14,28,14,12,2.12
MSV Rebound 1.40,2,7,14,7,14,14,42,14,6,
Ashaway Crossfire Vectran 16/16,2,35,28,42,28,1,1,1,19,2.70
Gamma TNT Pro Plus 16,2,14,7,42,42,1,1,1,13,1.58
Pacific Supreme 60 Natural Gut 17,2,14,14,35,35,42,1,1,20,
Tenserv Poly-Spezial 17,2,7,14,21,14,1,1,1,8,
Babolat International Tour 16,2,28,7,21,21,42,42,42,3,
Peters T150 Cavla 1.35,2,42,42,14,21,1,1,1,11,
MSV Synthetic Gut Energy-X 15L,2,7,21,28,21,1,1,1,9,
Tecnifibre 535 Tournament SPL 1.32,2,14,14,14,21,1,1,1,9,
MSV Duramor 1.30/1.30,2,7,21,35,35,28,1,1,18,
Pro's Pro Top Spin 1.33~1.38,2,7,7,28,7,28,1,1,11,
MSV Polyester Special 1.25,2,7,21,28,7,1,1,1,7,
MSV Poly Ident 1.25,2,42,21,28,14,14,1,1,7,
Peters T490 Hybrid 1.45,2,42,21,7,21,1,1,1,7,
Babolat International Tour 16L,2,21,21,28,28,14,42,42,10,
Kirschbaum PX 12 1.36,2,7,28,28,28,14,42,42,11,
Peters T200 Energy 1.35,2,28,7,14,7,14,1,1,4,
Babolat VS Tonic+ Turnier 16,2,14,21,14,28,1,1,1,7,0.40
Wilson Sensation NXT 18,2,7,42,28,21,1,1,14,4,0.46
Kirschbaum Basic Profi Tour 1.35,2,7,28,28,21,42,42,14,8,
Babolat Furyo 15L,2,21,28,14,14,1,1,1,11,
Toalson Ultimate Zyex 130 16,2,42,35,35,28,1,14,1,16,
Babolat VF Magic 1.25,2,14,14,14,21,1,1,1,9,
Babolat Strong Play 1.25,2,35,42,21,14,1,1,1,10,2.80
Babolat Tour Player 16,2,7,14,28,14,1,1,14,11,
Oehms Alu Pearl Rough 1.21,1,42,42,42,42,28,42,42,28,
Solinco Confidential 2.0 17,1,42,42,14,42,14,28,42,20,
Yonex Poly Tour Pro / Rexis 1.25/1.30,1,28,28,28,28,28,14,28,26,
Pro's Pro Eruption 1.30,1,14,14,14,14,14,14,14,14,
Grapplesnake Estess Pro 1.25,1,28,14,42,28,28,42,28,30,
Gamma Moto / iO Soft 1.24/1.23,1,1,14,28,42,42,28,28,10,
Black Skull Duranium 1.25,1,28,28,42,14,14,14,42,26,
Kirschbaum Pro Line Rough / Touch Multifibre 1.25/1.30,1,14,14,14,28,28,14,28,20,
Tecnifibre Ice Code 1.30,1,42,14,42,14,14,28,42,28,
MSV Soft-Touch / Co-Focus 1.30/1.18,1,14,28,28,28,28,14,1,20,
Kirschbaum Xplosive Speed 1.25,1,28,28,28,28,14,28,28,26,2.64
Babolat Touch Tonic 1.40,1,42,28,42,14,42,42,28,16,
Pro's Pro Hexaforce 1.30,1,14,14,14,14,14,28,14,16,
Yonex Multi-Sensa 16,1,14,14,28,28,14,14,1,16,
Babolat RPM Power 1.25,1,1,28,42,14,42,14,14,6,
Pro's Pro Black Eruption 1.18,1,42,14,28,14,42,42,28,24,
Pro's Pro Eruption 1.18,1,42,42,28,28,14,28,42,20,
Double AR Twice Viper 1.20,1,14,28,42,28,28,14,14,18,
Ytex Hexagon-X Black 1.28,1,14,14,42,42,42,28,42,22,2.38
Kirschbaum Pro Tour Control 1.20,1,1,28,42,28,14,14,14,14,
Luxilon Element Rough 1.30,1,42,14,14,14,14,42,14,10,0.78
Wilson Revolve Twist 1.25,1,42,14,14,28,14,14,14,14,2.00
Polyfibre Fire Rage Ribbed 1.25,1,42,14,14,14,1,28,42,10,
Performaxx Light Touch  1.25,1,42,42,14,28,28,42,14,18,
Head Hawk Touch 19,1,42,42,28,28,28,28,42,16,
Kirschbaum PLX 1.25,1,14,14,28,28,14,14,28,20,
Head Hawk Rough 1.25,1,1,28,28,14,42,42,1,16,
String Project Armour Soft 1.24,1,1,14,28,28,28,28,42,18,
Wilson Revolve 1.30,1,14,14,28,14,14,28,14,18,2.60
Wilson Spin Effect Hybrid 1.25/1.30,1,1,14,14,28,28,14,14,12,1.31
Solinco Revolution 16,1,42,42,42,42,42,14,42,14,2.00
SPEEDstring Number One 1.27,1,28,42,42,14,42,14,28,24,
Pro's Pro Strategem 8 1.20,1,28,14,14,14,42,28,42,6,
Isospeed Professional Classic (For Players Only) 17,1,1,42,42,42,42,42,1,24,
Discho Duo Silver 1.25,1,28,14,14,14,14,14,28,18,
Tennisoutlet Black Spider Tour / No. 2 1.25/1.30,1,1,14,42,28,28,14,1,18,
Tennisoutlet White Mamba Tour / No. 2 1.25/1.30,1,1,14,28,28,28,14,1,16,
Pro's Pro Revoltec 1.30,1,28,42,42,42,14,14,28,4,
Isospeed Baseline Speed 1.25,1,42,42,28,14,42,14,14,10,
Discho Pure Poly 1.22,1,1,42,42,14,42,42,42,14,
Diadem Flash 17,1,1,14,14,28,28,42,1,12,1.70
PepperSäck SE 30 1.30,1,1,42,14,42,42,42,42,2,
Luxilon Smart 1.25,1,1,14,14,42,42,28,14,10,-0.70
Tennisoutlet Orange Tiger 1.25,1,14,14,28,28,14,28,14,20,
Dyreex Hexablast 1.25,1,28,42,28,28,28,28,28,24,
Genesis Black Magic 1.23,1,14,14,28,14,28,14,42,4,-0.75
LaserTec Super Spin 1.23,1,14,14,28,28,14,42,28,24,
Gosen AK Pro CX 16,1,14,14,28,42,42,42,14,12,
Dyreex DRX Spin 1.25 / 1.20,1,14,42,14,14,28,42,42,22,
LaserTec Super Star 1.25,1,14,14,14,42,14,28,14,6,
Tennisman Phaser Spin 1.25,1,1,14,28,42,14,28,1,12,
Tennisman Nylon Pro 1.26,1,14,14,14,14,14,14,14,14,
Discho Synpower 1.30,1,28,14,14,14,42,14,28,18,
Black Skull Blood 1.24,1,28,14,14,42,42,28,28,16,
Discho Cellular 1.30,1,14,42,14,42,14,42,14,8,
MSV Co Ultra 1.25,1,28,14,14,14,42,14,42,12,
Pro's Pro iString Soft 1.30,1,28,42,14,28,28,42,14,16,
Dunlop NT Max Plus 1.25,1,1,42,28,42,14,42,42,6,
Unique Tourna Quasi-Gut Armor 17,1,1,42,28,28,28,42,42,12,1.36
Discho Silver Star 1.20,1,28,42,42,42,42,14,28,22,
Discho Spin Power 1.35,1,28,42,42,14,28,42,28,26,
Ashaway Crossfire ZX 17/17,1,28,14,28,28,42,42,42,32,
Dunlop NT Max Plus 1.30,1,42,28,28,28,28,42,42,28,
Discho TechnoAce NX 1.30,1,14,42,14,42,42,42,14,18,
Target Concept 3 HiFeel 1.23,1,1,14,1,28,28,14,14,14,
Dyreex Powermax 1.20,1,14,42,28,42,14,14,42,18,
Gamma Ocho 1.30,1,1,42,28,14,42,28,14,6,
Double AR Red Arrow 1.24,1,14,42,42,14,42,28,42,20,
Signum Pro Plasma HEXtreme / Fibercore 1.25/1.30,1,14,14,42,42,28,14,42,6,
Discho Carbon 8 1.30,1,28,14,14,14,14,28,28,16,
Gamma FTX 16,1,28,14,42,42,28,14,1,4,
Pure-strings Xplosion 1.23,1,14,42,42,28,14,14,28,16,
Oehms Black Pearl Penta 1.29,1,1,14,28,28,28,28,28,22,
Babolat N.Vy 17,1,14,14,14,14,28,14,28,10,2.00
Pure-strings Impulsion 1.25,1,14,28,14,14,28,28,14,16,
Tennisoutlet Black Spider Tour 1.25,1,28,14,28,14,14,14,28,12,
Tennisoutlet Black Spider Triple 1.25,1,28,14,28,14,42,42,28,14,
Grapplesnake Hybrid Cube / Excellent Purple 1.18/1.25,1,28,14,28,14,14,42,42,26,
Mantis Tour Poly Red 1.22,1,14,42,28,14,42,28,28,16,
Luxilon 4G Soft 1.25,1,14,14,28,14,42,28,14,16,1.28
Dyreex Solaris 1.25,1,28,14,28,42,28,28,42,24,
Prince Tour XC 17L,1,42,42,28,14,14,14,28,20,2.90
Wilson NXT Power 16,1,42,14,28,28,42,42,14,18,1.37
Polyfibre TCS Rough 17,1,42,14,42,42,14,28,14,6,
Klip Lightning 16/16,1,42,28,14,28,28,42,42,14,0.91
Solinco Hyper-G 16,1,28,14,42,42,14,28,28,28,3.48
Ytex Protour Black 17L,1,14,14,14,42,14,42,14,10,1.56
Diadem Solstice Power 18,1,1,28,28,14,14,42,14,20,2.07
Pro's Pro Pure Aramid 1.30,1,42,28,14,42,42,14,42,4,
Völkl Cyclone 19,1,14,14,28,14,14,28,14,14,3.33
Prince Tour XR 17,1,14,14,28,42,42,14,14,8,1.38
Double AR Twice Dragon 1.30,1,42,28,14,28,42,42,42,22,
Prince Premier Control 16,1,14,14,14,42,42,28,42,6,-0.90
Pacific NXS Supreme 1.28,1,42,14,14,42,42,42,28,8,
Babolat Synthetic Gut 1.25,1,42,14,14,14,14,42,14,6,
MSV Soft-Touch 1.30,1,42,28,28,14,42,14,42,12,
Tennisoutlet No. 2a 1.30,1,1,28,28,42,42,28,28,28,
Astis Premium Poly Tech 1.28,1,1,28,14,14,28,28,14,18,
Dunlop Revolution NT Touch 1.31/1.27,1,42,42,14,28,14,42,42,14,
Head Reflex MLT 16,1,42,28,14,14,28,14,14,16,
Black Skull Poison 1.20,1,28,28,14,28,42,28,28,28,
Babolat Ripost 15L,1,42,14,14,14,28,42,42,10,
Black Skull Poison 1.25,1,28,28,14,42,14,28,14,18,
Wilson Extreme Octane 16,1,42,28,28,28,42,14,42,32,9.20
Big Star G-Power 1.20,1,1,42,14,42,14,42,1,42,
Black Skull Mufila 1.25,1,42,42,14,14,14,42,42,6,
Discho Silver Star 3 Rough 1.27,1,14,14,14,28,14,28,28,20,
Gamma Moto / iO 1.24/1.18,1,14,14,28,28,42,28,28,26,
WeissCANNON Blue Rock 'n Power 1.23,1,42,28,42,42,42,42,28,14,
Discho Super Curl 1.27,1,42,14,28,28,14,28,14,18,
Black Skull Secret 1.25,1,28,14,14,42,42,28,28,16,
Discho Barion 1.19,1,14,14,14,14,14,14,42,12,
Discho RazorTec 4 1.15,1,42,42,14,42,14,42,14,12,
Pro's Pro Strategem 10 1.25,1,1,14,28,28,28,14,14,14,
Discho Green Mamba PENTA 1.20,1,28,28,14,14,14,28,14,20,
Pro's Pro Ichiban Spin 1.31,1,28,28,42,14,42,42,28,18,
PepperSäck AF Puro Speed 1.20,1,42,28,42,42,28,14,14,8,
Ashaway Zyex MonoGut 16,1,42,14,14,14,42,28,42,22,1.94
PepperSäck MS 20 rockster tricky 1.20,1,42,42,42,42,42,42,1,42,
PepperSäck AF Puro Control 1.20,1,42,14,14,42,42,42,1,4,
Yonex Multi-Sensa 16L,1,1,14,28,28,28,28,42,24,
Big Star Warp RPM 60 1.25,1,28,28,14,42,14,28,28,20,
Diadem Impulse 17,1,14,42,42,28,28,28,14,22,2.07
Prince Premier Touch 16,1,28,14,14,28,14,14,42,16,1.28
Babolat Pro Xtreme 1.30,1,14,42,42,14,42,42,14,2,
Oehms Alu Star TT 1.20,1,42,14,42,42,14,14,42,24,
Mutual Power Response 16,1,42,14,14,14,14,42,14,10,4.01
Discho Go 4 Gold S.R. 1.20,1,14,42,28,28,14,42,28,18,
Dyreex First Control 1.28,1,28,42,28,42,42,14,14,30,
Yonex Poly Tour Fire 1.25,1,1,14,28,42,42,28,1,6,
Oehms Co-Poly Gen III Orange 1.28,1,42,28,42,42,42,42,28,38,
Dunlop Revolution NT Organic 1.30/1.25,1,42,14,42,42,42,14,42,4,
Tecnifibre NRG2 1.24,1,1,14,28,28,28,42,42,14,1.54
Gosen Lumina Spin 16L,1,14,14,14,42,42,42,14,4,-0.67
Double AR 45 Star 1.30,1,42,42,14,14,14,14,14,18,
Solinco Tour Bite Soft 1.15,1,28,42,14,28,28,14,42,42,0.00
Genesis Pro Advantage 16 ,1,28,42,14,14,42,42,14,10,
Artengo TA 900 Feel 1.30,1,1,14,28,28,14,42,42,12,
SwisString ST-Dynamic 1.25,1,14,14,14,42,28,28,28,14,
Pro's Pro Hexaspin 1.20,1,28,28,14,14,28,14,14,20,
Discho Gold Spin 1.25,1,1,14,42,14,14,14,14,2,
Still in Black Powerful 1.30,1,14,42,42,14,14,42,28,22,
Dyreex First Round 1.25,1,42,28,14,42,28,42,14,18,
Golden Set Power Cord 17,1,42,14,42,28,28,42,28,28,6.67
Big Star Potenza 1.28,1,1,28,42,14,14,42,42,8,
Völkl V-Star 17,1,14,14,42,28,42,14,42,28,2.50
Mutual Power Power Match 16/16,1,42,14,14,14,14,14,28,12,4.87
L-TEC Premium 3S 17,1,28,14,42,28,28,42,42,32,2.09
Dunlop Revolution NT Hybrid 1.35/1.30,1,14,28,14,28,14,42,28,12,
Black Skull Tour 1.20,1,1,14,28,14,14,14,28,4,
Acelon Seven 17,1,14,42,42,28,14,42,28,24,2.12
Pro's Pro Strategem 8 1.30,1,42,42,28,14,14,42,14,18,
Polyfibre Tour Player Hybrid 1.25/1.30,1,14,14,28,14,28,14,28,20,
Zons Polymo Tour 17,1,42,28,42,14,28,28,14,16,
Gamma Zo Dart 16,1,1,14,28,42,14,28,28,12,
Mutual Power Spin 15L,1,14,14,14,14,42,14,28,14,5.57
Wilson HyperLast 15,1,14,42,14,14,14,42,14,2,-0.35
Head Hawk Touch 18,1,1,14,14,14,42,14,14,2,
MSV Focus - HEX® SOFT 1.30,1,28,14,42,28,42,28,28,30,
Kylano Sports Nucleus 1.25,1,28,14,42,28,28,42,14,28,
Tecnifibre Black Code 4S 1.20,1,14,14,42,42,14,42,28,22,
Gamma Natural Gut Tour Plus 17,1,42,14,28,28,28,42,14,16,0.66
MSV Focus-EVO Rough 1.20,1,1,28,14,42,42,28,42,10,
Kylano Sports Whirlwind 1.24,1,28,14,28,28,14,42,28,26,
Bow Brand Professional Natural Gut 15L,1,1,14,28,42,28,14,42,24,1.70
Mutual Power Top Spin 16,1,14,42,14,42,14,14,14,2,0.75
Gosen Polylon Polybreak 16,1,42,42,14,42,42,42,14,10,1.56
Kylano Sports Tour Destiny 1.25,1,28,14,28,14,42,42,14,16,
Gamma FTX 17,1,42,14,42,42,14,42,14,2,
Black Skull Killer 6 1.19,1,1,14,14,42,28,28,1,12,
Völkl V-Pro 17,1,14,14,14,14,28,28,28,20,
Wilson Extreme Octane 17,1,42,14,14,14,14,42,14,2,-0.60
Prince Tour XP 16,1,28,14,14,28,42,14,14,16,-1.53
Latigo 555° 1.27/1.30,1,28,42,42,14,42,42,42,2,
Völkl Classic Synthetic Gut 17,1,42,14,14,14,28,14,14,2,-0.60
Dyreex Titanium Gut 1.35,1,42,42,14,28,28,14,14,20,2.52
Pro Supex Black Fusion 1.28,1,42,42,14,14,14,14,14,2,0.30
Rex Professional Super Kevlastic 1.30,1,1,28,14,28,28,42,1,20,
Kirschbaum Max. Power 1.20,1,1,14,28,42,42,28,28,20,
Mutual Power Titanium 300 16,1,14,14,14,14,14,14,14,2,-0.84
Pacific SPX 1.28,1,14,14,42,28,28,14,42,26,
Discho Hepta Wire 1.25,1,28,42,28,28,28,42,28,24,
Völkl V-Torque 1.28,1,28,14,42,14,28,42,28,24,3.40
Unique Tourna Quasi-Gut Armor 16,1,14,14,14,14,28,28,14,2,0.24
Völkl Synthetic Gut 17,1,42,42,14,42,14,14,14,8,2.20
Mutual Power Dura Plus 16,1,42,42,14,42,14,14,42,2,-0.86
MSV Focus-Hex Plus 25 / Focus-Hex 1.25/1.23,1,28,14,42,14,14,42,28,26,
Kirschbaum Touch Turbo 1.225,1,14,28,14,28,28,14,42,24,4.25
Dyreex Natural Gut + Starblast X 1.25,1,28,14,42,14,28,14,28,2,
Discho Black Mamba 1.26,1,14,28,42,14,14,14,14,14,
Unique Tourna Poly Big Hitter Black Zone 1.25,1,28,42,28,14,42,14,42,18,3.71
Luxilon Tour Playtest String N/A,1,42,14,28,14,42,42,42,12,
Dyreex Starblast + Titanium Gut 1.25/1.30,1,14,28,42,28,42,28,28,30,4.34
Pro's Pro Operation Twist 1.26,1,42,14,42,42,42,28,1,6,
Luxilon Monotec Super Poly 16L,1,14,42,14,14,42,14,14,2,0.60
PepperSäck AF 25 puro diamant 1.25,1,42,14,14,28,42,28,28,22,
Babolat RPM Team 16,1,1,42,28,28,28,14,14,16,1.44
Discho Iontec Black 1.25,1,14,42,14,28,28,42,42,18,3.71
Head Sonic Pro Edge 1.25,1,1,42,14,14,42,1,14,6,
Topspin Sensus Rotation 1.27,1,1,14,14,14,42,28,42,10,
Kirschbaum PLX 1.20,1,42,42,14,14,14,14,42,8,
Discho Pro Titanium Tour 1.20,1,14,42,28,28,28,14,28,20,
Tennis-Point Return PX 125 1.25,1,42,42,42,42,42,14,28,12,
Babolat M7 1.30,1,14,14,14,14,14,14,14,10,0.88
Tecnifibre ATP World Tour Multi 1.30,1,28,14,42,28,28,42,28,30,
L'Acordage Alac. Lux. Pro 1.25,1,14,28,28,28,14,28,28,20,
Starburn Fluopower 1.25,1,14,14,14,14,28,14,14,16,
Wilson Shock Shield 17,1,1,42,14,28,42,28,14,18,1.73
Ardor Sports On Fire Blue 1.20,1,1,14,14,28,28,14,14,8,
Pro Zone Defier 15L,1,14,42,14,42,42,42,42,4,
Dyreex Bomber 1.38,1,42,42,28,14,28,14,14,20,2.52
Pro Zone Fusion 16,1,14,14,42,14,14,42,14,6,
Ashaway Monogut ZX Pro 17,1,28,42,14,14,28,14,14,18,
Toalson Rencon Zero Crush 1.25,1,14,28,42,42,42,42,42,18,
The Black Strings V-Spin 1.27,1,28,14,14,28,28,28,14,22,
Prince Tour XP 15L,1,42,28,42,42,42,28,42,38,3.60
Kirschbaum Competition pearl 1.25,1,14,14,28,14,14,28,14,14,
WeissCANNON Dual Reality 1.18/1.32,1,1,14,42,42,42,14,14,14,
Ardor Sports Everlast Honey 1.23,1,1,42,14,42,14,42,14,2,
Prince Tour XC 15L,1,28,14,42,42,42,28,42,34,4.90
Luxilon Big Banger Ti-Mo 17L,1,14,28,14,14,42,14,14,14,1.54
Discho Microfibre 1.25,1,28,14,14,28,28,42,14,6,
Starburn Vortex Turbo 1.25,1,28,28,28,28,42,14,28,28,
Prince Warrior Hybrid Control 16L/16,1,1,14,14,14,42,42,28,16,2.30
Yonex Tour Super 850 16,1,14,42,42,14,14,42,14,42,0.00
Jadee Match Pro Poly 1.30,1,14,14,14,14,14,42,42,2,
Prince Premier Touch 17,1,1,42,28,28,28,42,28,16,1.28
Wilson Ripspin 15,1,42,28,14,42,14,42,28,16,2.30
Prince Tour XC 15,1,14,42,42,14,14,42,28,22,3.10
Prince Experimental 1.25,1,1,14,14,1,42,28,42,8,
Still in Black Black N'one 1.30,1,1,42,42,14,28,42,28,16,
Prince Premier Attack 16,1,42,42,14,14,14,42,42,6,0.95
JFC-Tennis Squared Strike 1.25,1,14,42,14,14,14,42,28,18,
Pro's Pro Concept 1.20,1,42,42,28,14,42,14,14,10,
Discho RPM Power 1.20,1,14,14,28,28,14,28,1,18,
Wilson SGX 16,1,42,42,14,28,14,14,14,8,-1.83
Pro's Pro Hybrid N 7 1.25/1.30,1,14,28,14,14,42,28,14,16,
Discho Dynasty Control 1.30,1,1,28,42,42,42,28,1,26,
Discho Duo 1.25,1,28,14,28,28,14,28,42,26,
Ashaway MonoKill XL 17,1,42,42,42,42,42,42,14,4,
Oehms White Pearl Penta TW 1.27,1,42,14,42,42,14,14,1,12,
Dunlop Royal Australian Tennis Gut 1.30,1,42,42,42,42,14,14,42,4,
Polyfibre Viper 1.15,1,28,42,42,28,42,42,14,28,3.08
Tyger NRGY Hybrid 1.20/1.29,1,1,14,28,14,14,42,42,2,
Gosen Polylon ILD 16L,1,1,14,28,14,42,42,42,4,
Genesis Blizzard Synthetic Gut 16L,1,42,42,42,42,14,42,42,2,0.80
Discho Duo 1.20,1,1,14,14,42,42,14,14,16,
Polystar Strike 1.30,1,28,42,28,14,42,28,28,24,
Signum Pro Tornado/Poly Plasma 1.29/1.18,1,14,14,14,14,42,28,28,16,
Polyfibre XPlode 16,1,28,14,42,14,28,28,14,10,
WeissCANNON The Big Fantum 1.32,1,14,14,42,42,42,42,14,4,
Astis Storm 1.30,1,14,14,42,42,14,14,14,10,
Pacific Poly Soft Pro 16L,1,1,28,14,28,28,42,14,16,
Tyger Twister Pro 1.28,1,14,42,28,28,14,14,42,6,
Dunlop Juice 16,1,14,14,28,42,42,14,28,10,
TennisWeb Black Triangle 1.25,1,42,14,42,14,42,28,42,8,
TennisWeb Tour Black 1.20,1,42,42,14,14,42,28,1,8,
TennisWeb Tour Blue 1.25,1,14,28,42,14,42,14,14,42,
TennisWeb Pentagonal Play 1.25,1,42,14,42,14,42,14,42,6,
Starburn Aquapower 1.25,1,14,28,28,14,14,14,14,18,
Challenger Karbon Tour II 1.25,1,42,28,14,28,28,42,28,18,
Jadee Soft Poly Flex 1.25,1,42,42,14,42,14,42,14,6,
Luxilon M2 Pro 16,1,14,42,14,14,42,42,28,6,0.45
Ashaway Dynamite Soft 18,1,42,42,42,28,28,42,1,8,0.96
MSV Focus - HEX® PLUS 25 1.20,1,28,14,28,14,14,28,14,20,
Gamma Live Wire Revelation 17,1,14,14,42,42,42,28,14,14,2.76
L-TEC Premium 4S 17,1,14,14,14,14,14,14,28,16,1.05
Spartan Master 16,1,42,14,42,14,42,14,42,4,
Wilson Savage Duo 1.27/1.32,1,14,28,28,28,28,42,42,30,2.26
Kirschbaum Super Smash Orange 1.28,1,28,28,42,14,14,28,28,26,
Pro Supex Tempest-Spin 15L,1,1,42,14,42,42,14,14,2,
Pro Supex Blue Gear Ultimatum Spin 1.23,1,28,42,28,28,28,42,14,24,
WeissCANNON Phaenomen Hybrid 1.25/1.15,1,14,42,14,14,14,42,14,10,
RAJ Poly-Top 3G 1.18,1,1,14,28,14,42,14,14,12,
Toalson Cyberblade Tour Fusion 123 1.23/1.32,1,14,28,14,14,28,14,28,20,
Pro's Pro Plus Power 1.33,1,42,42,42,42,42,14,14,16,
Ardor Sports In Control 1.20,1,42,42,14,14,14,28,42,10,
Discho Big Blue 1.20,1,1,42,28,14,42,42,28,16,
Discho Go 4 Gold 1.18,1,42,42,42,28,28,28,28,6,
Kirschbaum Synthetic Gut 1.35,1,14,14,14,28,42,14,14,10,
Klip Force 1.40,1,14,14,42,42,14,42,14,8,
Gamma Zo Twist / TNT2 Tour Hybrid 1.28/1.32,1,14,28,42,28,28,42,28,30,
Signum Pro Firestorm/Cross Gut 1.25/1.30,1,14,28,28,28,14,14,14,20,
Isospeed Pyramid/Professional Classic 1.30/1.20,1,14,14,28,14,42,14,42,12,
Gamma Zo Verve / TNT2 Hybrid 16/16,1,14,28,14,28,42,14,14,16,1.64
Discho Go 4 Gold 1.23,1,14,42,28,42,14,42,42,26,
